Day,Date,Channel,Rosewood Sand Hill,Garden Court Hotel,Nobu Hotel Epiphany Palo Alto,Stanford Park Hotel,Westin Palo Alto,Pullman San Francisco Bay
Wed,1/22/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Wed,1/22/2020,Booking.com,No data,No data,No data,No data,755,No data
Wed,1/22/2020,Expedia,No data,No data,No data,No data,No data,No data
Wed,1/22/2020,GDS,No data,No data,No data,No data,No data,No data
Thu,1/23/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Thu,1/23/2020,Booking.com,No data,No data,No data,No data,642,No data
Thu,1/23/2020,Expedia,No data,No data,No data,No data,No data,No data
Thu,1/23/2020,GDS,No data,No data,No data,No data,No data,No data
Fri,1/24/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Fri,1/24/2020,Booking.com,No data,No data,No data,No data,642,No data
Fri,1/24/2020,Expedia,No data,No data,No data,No data,No data,No data
Fri,1/24/2020,GDS,No data,No data,No data,No data,No data,No data
Sat,1/25/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sat,1/25/2020,Booking.com,No data,No data,No data,No data,642,No data
Sat,1/25/2020,Expedia,No data,No data,No data,No data,No data,No data
Sat,1/25/2020,GDS,No data,No data,No data,No data,No data,No data
Sun,1/26/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sun,1/26/2020,Booking.com,No data,No data,No data,No data,642,No data
Sun,1/26/2020,Expedia,No data,No data,No data,No data,No data,No data
Sun,1/26/2020,GDS,No data,No data,No data,No data,No data,No data
Mon,1/27/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Mon,1/27/2020,Booking.com,No data,No data,No data,No data,755,No data
Mon,1/27/2020,Expedia,No data,No data,No data,No data,No data,No data
Mon,1/27/2020,GDS,No data,No data,No data,No data,No data,No data
Tue,1/28/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Tue,1/28/2020,Booking.com,No data,No data,No data,No data,755,No data
Tue,1/28/2020,Expedia,No data,No data,No data,No data,No data,No data
Tue,1/28/2020,GDS,No data,No data,No data,No data,No data,No data
Wed,1/29/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Wed,1/29/2020,Booking.com,No data,No data,No data,No data,755,No data
Wed,1/29/2020,Expedia,No data,No data,No data,No data,No data,No data
Wed,1/29/2020,GDS,No data,No data,No data,No data,No data,No data
Thu,1/30/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Thu,1/30/2020,Booking.com,No data,No data,No data,No data,642,No data
Thu,1/30/2020,Expedia,No data,No data,No data,No data,No data,No data
Thu,1/30/2020,GDS,No data,No data,No data,No data,No data,No data
Fri,1/31/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Fri,1/31/2020,Booking.com,No data,No data,No data,No data,642,No data
Fri,1/31/2020,Expedia,No data,No data,No data,No data,No data,No data
Fri,1/31/2020,GDS,No data,No data,No data,No data,No data,No data
Sat,2/1/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sat,2/1/2020,Booking.com,No data,No data,No data,No data,642,No data
Sat,2/1/2020,Expedia,No data,No data,No data,No data,No data,No data
Sat,2/1/2020,GDS,No data,No data,No data,No data,No data,No data
Sun,2/2/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sun,2/2/2020,Booking.com,No data,No data,No data,No data,642,No data
Sun,2/2/2020,Expedia,No data,No data,No data,No data,No data,No data
Sun,2/2/2020,GDS,No data,No data,No data,No data,No data,No data
Mon,2/3/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Mon,2/3/2020,Booking.com,No data,No data,No data,No data,755,No data
Mon,2/3/2020,Expedia,No data,No data,No data,No data,No data,No data
Mon,2/3/2020,GDS,No data,No data,No data,No data,No data,No data
Tue,2/4/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Tue,2/4/2020,Booking.com,No data,No data,No data,No data,755,No data
Tue,2/4/2020,Expedia,No data,No data,No data,No data,No data,No data
Tue,2/4/2020,GDS,No data,No data,No data,No data,No data,No data
Wed,2/5/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Wed,2/5/2020,Booking.com,No data,No data,No data,No data,755,No data
Wed,2/5/2020,Expedia,No data,No data,No data,No data,No data,No data
Wed,2/5/2020,GDS,No data,No data,No data,No data,No data,No data
Thu,2/6/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Thu,2/6/2020,Booking.com,No data,No data,No data,No data,642,No data
Thu,2/6/2020,Expedia,No data,No data,No data,No data,No data,No data
Thu,2/6/2020,GDS,No data,No data,No data,No data,No data,No data
Fri,2/7/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Fri,2/7/2020,Booking.com,No data,No data,No data,No data,642,No data
Fri,2/7/2020,Expedia,No data,No data,No data,No data,No data,No data
Fri,2/7/2020,GDS,No data,No data,No data,No data,No data,No data
Sat,2/8/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sat,2/8/2020,Booking.com,No data,No data,No data,No data,642,No data
Sat,2/8/2020,Expedia,No data,No data,No data,No data,No data,No data
Sat,2/8/2020,GDS,No data,No data,No data,No data,No data,No data
Sun,2/9/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sun,2/9/2020,Booking.com,No data,No data,No data,No data,642,No data
Sun,2/9/2020,Expedia,No data,No data,No data,No data,No data,No data
Sun,2/9/2020,GDS,No data,No data,No data,No data,No data,No data
Mon,2/10/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Mon,2/10/2020,Booking.com,No data,No data,No data,No data,755,No data
Mon,2/10/2020,Expedia,No data,No data,No data,No data,No data,No data
Mon,2/10/2020,GDS,No data,No data,No data,No data,No data,No data
Tue,2/11/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Tue,2/11/2020,Booking.com,No data,No data,No data,No data,755,No data
Tue,2/11/2020,Expedia,No data,No data,No data,No data,No data,No data
Tue,2/11/2020,GDS,No data,No data,No data,No data,No data,No data
Wed,2/12/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Wed,2/12/2020,Booking.com,No data,No data,No data,No data,755,No data
Wed,2/12/2020,Expedia,No data,No data,No data,No data,No data,No data
Wed,2/12/2020,GDS,No data,No data,No data,No data,No data,No data
Thu,2/13/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Thu,2/13/2020,Booking.com,No data,No data,No data,No data,642,No data
Thu,2/13/2020,Expedia,No data,No data,No data,No data,No data,No data
Thu,2/13/2020,GDS,No data,No data,No data,No data,No data,No data
Fri,2/14/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Fri,2/14/2020,Booking.com,No data,No data,No data,No data,642,No data
Fri,2/14/2020,Expedia,No data,No data,No data,No data,No data,No data
Fri,2/14/2020,GDS,No data,No data,No data,No data,No data,No data
Sat,2/15/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sat,2/15/2020,Booking.com,No data,No data,No data,No data,642,No data
Sat,2/15/2020,Expedia,No data,No data,No data,No data,No data,No data
Sat,2/15/2020,GDS,No data,No data,No data,No data,No data,No data
Sun,2/16/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sun,2/16/2020,Booking.com,No data,No data,No data,No data,642,No data
Sun,2/16/2020,Expedia,No data,No data,No data,No data,No data,No data
Sun,2/16/2020,GDS,No data,No data,No data,No data,No data,No data
Mon,2/17/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Mon,2/17/2020,Booking.com,No data,No data,No data,No data,755,No data
Mon,2/17/2020,Expedia,No data,No data,No data,No data,No data,No data
Mon,2/17/2020,GDS,No data,No data,No data,No data,No data,No data
Tue,2/18/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Tue,2/18/2020,Booking.com,No data,No data,No data,No data,755,No data
Tue,2/18/2020,Expedia,No data,No data,No data,No data,No data,No data
Tue,2/18/2020,GDS,No data,No data,No data,No data,No data,No data
Wed,2/19/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Wed,2/19/2020,Booking.com,No data,No data,No data,No data,755,No data
Wed,2/19/2020,Expedia,No data,No data,No data,No data,No data,No data
Wed,2/19/2020,GDS,No data,No data,No data,No data,No data,No data
Thu,2/20/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Thu,2/20/2020,Booking.com,No data,No data,No data,No data,642,No data
Thu,2/20/2020,Expedia,No data,No data,No data,No data,No data,No data
Thu,2/20/2020,GDS,No data,No data,No data,No data,No data,No data
Fri,2/21/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Fri,2/21/2020,Booking.com,No data,No data,No data,No data,642,No data
Fri,2/21/2020,Expedia,No data,No data,No data,No data,No data,No data
Fri,2/21/2020,GDS,No data,No data,No data,No data,No data,No data
Sat,2/22/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sat,2/22/2020,Booking.com,No data,No data,No data,No data,642,No data
Sat,2/22/2020,Expedia,No data,No data,No data,No data,No data,No data
Sat,2/22/2020,GDS,No data,No data,No data,No data,No data,No data
Sun,2/23/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sun,2/23/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Sun,2/23/2020,Expedia,No data,No data,No data,No data,No data,No data
Sun,2/23/2020,GDS,No data,No data,No data,No data,No data,No data
Mon,2/24/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Mon,2/24/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Mon,2/24/2020,Expedia,No data,No data,No data,No data,No data,No data
Mon,2/24/2020,GDS,No data,No data,No data,No data,No data,No data
Tue,2/25/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Tue,2/25/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Tue,2/25/2020,Expedia,No data,No data,No data,No data,No data,No data
Tue,2/25/2020,GDS,No data,No data,No data,No data,No data,No data
Wed,2/26/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Wed,2/26/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Wed,2/26/2020,Expedia,No data,No data,No data,No data,No data,No data
Wed,2/26/2020,GDS,No data,No data,No data,No data,No data,No data
Thu,2/27/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Thu,2/27/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Thu,2/27/2020,Expedia,No data,No data,No data,No data,No data,No data
Thu,2/27/2020,GDS,No data,No data,No data,No data,No data,No data
Fri,2/28/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Fri,2/28/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Fri,2/28/2020,Expedia,No data,No data,No data,No data,No data,No data
Fri,2/28/2020,GDS,No data,No data,No data,No data,No data,No data
Sat,2/29/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sat,2/29/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Sat,2/29/2020,Expedia,No data,No data,No data,No data,No data,No data
Sat,2/29/2020,GDS,No data,No data,No data,No data,No data,No data
Sun,3/1/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Sun,3/1/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Sun,3/1/2020,Expedia,No data,No data,No data,No data,No data,No data
Sun,3/1/2020,GDS,No data,No data,No data,No data,No data,No data
Mon,3/2/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Mon,3/2/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Mon,3/2/2020,Expedia,No data,No data,No data,No data,No data,No data
Mon,3/2/2020,GDS,No data,No data,No data,No data,No data,No data
Tue,3/3/2020,Brand.com,895,No data,Sold out,Sold out,No data,Sold out
Tue,3/3/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Tue,3/3/2020,Expedia,No data,No data,No data,No data,No data,No data
Tue,3/3/2020,GDS,No data,No data,No data,No data,No data,No data
Wed,3/4/2020,Brand.com,No data,No data,No data,No data,No data,No data
Wed,3/4/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Wed,3/4/2020,Expedia,No data,No data,No data,No data,No data,No data
Wed,3/4/2020,GDS,No data,No data,No data,No data,No data,No data
Thu,3/5/2020,Brand.com,No data,No data,No data,No data,No data,No data
Thu,3/5/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Thu,3/5/2020,Expedia,No data,No data,No data,No data,No data,No data
Thu,3/5/2020,GDS,No data,No data,No data,No data,No data,No data
Fri,3/6/2020,Brand.com,No data,No data,No data,No data,No data,No data
Fri,3/6/2020,Booking.com,No data,No data,No data,No data,Sold out,No data
Fri,3/6/2020,Expedia,No data,No data,No data,No data,No data,No data
Fri,3/6/2020,GDS,No data,No data,No data,No data,No data,No data
